[sequential]
[random]
19106736;0.000010
16626743;0.000010
13826069;0.000010
3847927;0.000010
8293367;0.000010
194022;0.000010
15446593;0.000010
14032252;0.000010
10849456;0.000010
3995794;0.000010
16055352;0.000010
2472426;0.000010
18072023;0.000010
17060708;0.000010
8026415;0.000010
6018063;0.000010
9265850;0.000010
7619556;0.000010
9576118;0.000010
7899635;0.000010
9037038;0.000010
264324;0.000010
7855684;0.000010
3212847;0.000010
10229073;0.000010
5318637;0.000010
6344667;0.000010
9742579;0.000010
19100077;0.000010
3372828;0.000010
12809537;0.000010
17243651;0.000010
13809294;0.000010
14565386;0.000010
20103012;0.000010
19842931;0.000010
18533374;0.000010
584072;0.000010
7196200;0.000010
2868652;0.000010
12747750;0.000010
3010730;0.000010
6384591;0.000010
4460252;0.000010
5201578;0.000010
12436884;0.000010
2710153;0.000010
11179696;0.000010
1411288;0.000010
15063682;0.000010
8470405;0.000010
6788891;0.000010
1250366;0.000010
3833672;0.000010
9064700;0.000010
3942691;0.000010
8730048;0.000010
7280423;0.000010
18271122;0.000010
4163072;0.000010
17586209;0.000010
20443742;0.000010
15581619;0.000010
4706421;0.000010
3839003;0.000010
7139320;0.000010
6458238;0.000010
19586639;0.000010
1153078;0.000010
381351;0.000010
11602002;0.000010
4451666;0.000010
7895052;0.000010
1659048;0.000010
13936299;0.000010
2958240;0.000010
14666779;0.000010
9312611;0.000010
16631054;0.000010
11131844;0.000010
17749138;0.000010
17489282;0.000010
10339843;0.000010
12532647;0.000010
20772898;0.000010
7218152;0.000010
13940721;0.000010
5432310;0.000010
18423099;0.000010
2920265;0.000010
11929290;0.000010
3525625;0.000010
5410580;0.000010
11223346;0.000010
1328767;0.000010
6125879;0.000010
12100386;0.000010
13541476;0.000010
12617858;0.000010
1744548;0.000010
