[sequential]
[random]
1085140;0.001
14651068;0.001
3045967;0.001
16131295;0.001
13122350;0.001
4170092;0.001
8319252;0.001
14658086;0.001
6717599;0.001
15018131;0.001
15126026;0.001
17505924;0.001
20030533;0.001
4122380;0.001
15726599;0.001
5807172;0.001
1363912;0.001
1026988;0.001
2013968;0.001
518269;0.001
12081617;0.001
7655882;0.001
12571121;0.001
10710880;0.001
18596714;0.001
10583154;0.001
5426677;0.001
19061803;0.001
20000847;0.001
18173738;0.001
14633904;0.001
19487349;0.001
7623589;0.001
8970080;0.001
9679763;0.001
5991571;0.001
10399742;0.001
16146885;0.001
14807013;0.001
18668053;0.001
16587185;0.001
15902285;0.001
4756606;0.001
15852279;0.001
12550135;0.001
7891588;0.001
19402649;0.001
2042011;0.001
19859354;0.001
19057750;0.001
8236653;0.001
9003516;0.001
14485925;0.001
10844343;0.001
14503132;0.001
17901182;0.001
18414666;0.001
10059913;0.001
17823834;0.001
16220308;0.001
12569235;0.001
7969735;0.001
12890403;0.001
5606263;0.001
17354211;0.001
1983515;0.001
1928582;0.001
18025666;0.001
13599108;0.001
12806012;0.001
19254779;0.001
7534035;0.001
3501876;0.001
869039;0.001
11098285;0.001
16755085;0.001
8668652;0.001
8316497;0.001
19693209;0.001
14903352;0.001
11485622;0.001
4273165;0.001
19383044;0.001
11177623;0.001
3612878;0.001
1612079;0.001
2957998;0.001
1839775;0.001
7103669;0.001
15346969;0.001
14297495;0.001
13389743;0.001
15140433;0.001
432116;0.001
19297946;0.001
18353536;0.001
20362205;0.001
6224065;0.001
694782;0.001
15461139;0.001
