16032108;0.0001
15276115;0.0001
888590;0.0001
6058552;0.0001
18130035;0.0001
8689824;0.0001
7341884;0.0001
431271;0.0001
2454127;0.0001
19312363;0.0001
12377433;0.0001
8752605;0.0001
14023758;0.0001
20577542;0.0001
20355018;0.0001
11668837;0.0001
16191987;0.0001
742300;0.0001
19546108;0.0001
5089674;0.0001
4349905;0.0001
19613077;0.0001
2129085;0.0001
1228766;0.0001
10013475;0.0001
19437708;0.0001
17612708;0.0001
12227830;0.0001
17007857;0.0001
8638952;0.0001
19695091;0.0001
19068668;0.0001
12376591;0.0001
20438374;0.0001
17796176;0.0001
20107288;0.0001
14777774;0.0001
4821017;0.0001
341242;0.0001
14265091;0.0001
17425193;0.0001
11387995;0.0001
6002757;0.0001
93880;0.0001
15334666;0.0001
12310776;0.0001
6090180;0.0001
16556953;0.0001
4441771;0.0001
8239015;0.0001
18110315;0.0001
6409530;0.0001
3040734;0.0001
12491653;0.0001
3002943;0.0001
10990007;0.0001
15176876;0.0001
2847479;0.0001
20353800;0.0001
10205768;0.0001
19920474;0.0001
13272425;0.0001
17424662;0.0001
14000695;0.0001
20851989;0.0001
20684019;0.0001
11391162;0.0001
18483243;0.0001
12662737;0.0001
11951361;0.0001
16885023;0.0001
13780950;0.0001
6190998;0.0001
7341867;0.0001
11068173;0.0001
6954139;0.0001
13854837;0.0001
18646971;0.0001
1218302;0.0001
15846201;0.0001
17004491;0.0001
11747957;0.0001
6454884;0.0001
12228214;0.0001
3343429;0.0001
11565739;0.0001
9241528;0.0001
17986568;0.0001
1877669;0.0001
20334710;0.0001
20897833;0.0001
1045345;0.0001
10871101;0.0001
17449643;0.0001
15907928;0.0001
17130101;0.0001
14527770;0.0001
17879778;0.0001
3099384;0.0001
2706779;0.0001
